2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 9 9 17 17 32 44 86 129 251 419 818 1067 2081 2803 4989 6206 10525 13013 21489 25075 37670 41170 53629 54969 66187 62763 57043 40905 18255 6666 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 9 9 17 19 35 49 95 144 277 432 819 1321 2456 3327 6003 7169 12162 14654 23903 28165 44182 49025 67750 70907 86258 87379 98371 88068 71874 47174 19215 6829 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 7 7 13 13 24 33 65 101 194 310 563 838 1535 2373 4353 5667 10070 11769 19572 23387 37363 42812 64768 70389 93583 96208 113168 112800 120942 103512 78736 49445 19563 6873 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 9 9 17 22 40 57 111 180 339 527 922 1308 2323 3526 6350 8171 14148 16673 27493 32378 50640 57437 84699 91029 117386 119152 136707 133478 136568 113096 82447 50624 19786 6906 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 6 6 11 11 21 30 56 87 167 270 490 764 1309 1870 3249 4656 8255 10535 18013 21332 35153 41402 63962 71768 103979 110775 139898 140561 157977 151055 149123 119682 84955 51342 19928 6918 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 7 7 13 15 26 38 73 118 231 376 671 1010 1675 2404 4128 5820 10229 12961 22121 26234 43154 50469 77041 86003 122744 129566 160951 160299 177339 166514 159669 125085 86884 51923 20030 6933 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 8 8 15 19 34 50 97 157 300 487 858 1280 2110 3010 5124 7156 12522 15763 26784 31834 51953 59764 90405 100122 141243 148106 181558 179368 195296 180164 168224 129094 88152 52319 20116 6944 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5 5 9 9 17 23 42 62 121 203 389 639 1097 1615 2614 3672 6190 8523 14823 18642 31537 37214 60397 69089 103694 114080 159356 166111 201356 197579 212218 192738 175986 132583 89393 52645 20172 6947 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 6 6 10 10 19 27 50 78 148 254 487 796 1346 1952 3130 4339 7247 9851 17052 21361 36026 42032 68133 78029 116499 127686 176880 183341 220195 214900 227848 203925 182470 135620 90423 52991 20248 6961 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 6 6 11 11 21 31 58 94 180 311 594 967 1611 2309 3649 5042 8383 11283 19492 24375 40943 47637 76827 87309 129597 141471 194475 200667 238658 231678 242555 214330 188105 138010 91250 53226 20293 6964 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 7 7 12 12 22 33 64 106 208 370 711 1169 1926 2729 4250 5806 9562 12851 22094 27497 45977 53262 85551 96826 142695 155086 211751 217654 256582 247906 256987 224276 193673 140426 92038 53445 20333 6965 491 67 6 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 4 7 7 13 15 26 39 76 126 248 440 838 1375 2231 3139 4844 6526 10671 14275 24469 30372 50677 58657 93962 106012 155412 168401 228549 234032 273894 263190 270461 233040 198281 142298 92686 53669 20383 6979 491 67 6 1
