#Slice Iteration,O2,O0
0 0 192393176
1 0 228038508
2 0 108373310
3 0 101409856
4 0 112078249
5 0 80920342
6 0 56981316
7 0 73649555
8 0 39838633
9 0 4790001
10 0 5046311
11 0 7244703
12 0 8062053
13 0 3352371
14 0 4475135
15 0 2190359
16 0 3183166
17 0 1061646
18 0 1261140
19 0 1101705
20 0 1028974
21 0 983424
22 0 884333
23 0 744247
24 0 688176
25 0 677515
26 0 649847
27 0 639816
28 0 650795
29 0 655604
30 0 622533
31 0 643476
32 0 630429
33 0 684007
34 0 704711
35 0 714183
36 0 695385
37 0 697746
38 0 670797
39 0 654648
40 0 644882
41 0 614698
42 0 612550
43 0 618153
44 0 620388
45 0 608738
46 0 603597
47 0 599859
48 0 614641
49 0 644749
50 0 655398
51 0 650098
52 0 650023
53 0 636871
54 0 651839
55 0 669193
56 0 670930
57 0 657120
58 0 669947
59 0 648980
60 0 636395
61 0 647178
62 0 646211
63 0 618838
64 0 620481
65 0 599897
66 0 573232
67 0 543172
68 0 528086
69 0 527901
70 0 539272
71 0 537635
72 0 500037
73 0 502339
74 0 477678
75 0 497520
76 0 513332
77 0 510216
78 0 495585
79 0 501937
80 0 513199
81 0 514388
82 0 562484
83 0 563688
84 0 535194
85 0 519369
86 0 528167
87 0 535787
88 0 538285
89 0 548199
90 0 548471
91 0 523260
92 0 516156
93 0 531682
94 0 541795
95 0 537448
96 0 524675
97 0 525108
98 0 515180
99 0 523764
