#Slice Iteration,O2,O0
0 1826003 2812234
1 989672 2279527
2 583564 1322211
3 448039 866295
4 338623 712181
5 263627 515374
6 209779 418360
7 209661 343616
8 182339 318612
9 150706 263705
10 137608 252564
11 124265 236155
12 115491 214255
13 103184 188030
14 89217 169230
15 82455 153072
16 73086 141086
17 66589 127741
18 61871 123193
19 61946 105736
20 55799 102192
21 54013 95825
22 48486 95500
23 47037 85470
24 40670 87917
25 42276 78439
26 35854 69907
27 34475 61147
28 27899 60871
29 28342 60961
30 25135 55325
31 26280 51050
32 24660 48581
33 24442 47076
34 21417 44380
35 22035 40609
36 17930 39451
37 19317 34374
38 15703 34801
39 16666 32289
40 15762 32497
41 15706 30970
42 14048 30184
43 13723 29717
44 11418 30944
45 13935 28242
46 12641 30553
47 13545 29867
48 12926 30075
49 12334 27270
50 9650 25127
51 10053 24081
52 7954 27073
53 8941 21263
54 7648 19336
55 8679 17512
56 7221 18232
57 8290 16873
58 6946 17159
59 7699 15580
60 6557 15930
61 7580 14046
62 6382 14697
63 7434 13484
64 6092 14032
65 6860 12984
66 5649 13391
67 6445 12309
68 5154 12839
69 6151 11823
70 5120 12182
71 5896 10996
72 4886 11428
73 5708 10456
74 4695 11071
75 5475 9985
76 4520 10624
77 5278 9797
78 4332 10238
79 5002 9268
80 4016 10135
81 4824 9258
82 3938 9783
83 4569 8819
84 3729 9300
85 4406 8445
86 3613 8866
87 4405 8121
88 3500 8541
89 4105 7676
90 3343 8225
91 3904 7591
92 3068 7992
93 3795 7207
94 3065 7571
95 3602 6818
96 2924 7103
97 3513 6440
98 2832 6855
99 3422 6310
